# 14-nodes power network with 20 nodes
# Author: Jakub Wrzosek
# Created: 2022-11-27 15:54:00

set BUSES := B1 B2 B3 B4 B5 B6 B7 B8 B9 B10 B11 B12 B13 B14;

param:      Ka_load     Ka_gen      Pa_load     Pa_genMax   V            :=
	B1		165         145         0.0         232.4       1.06
	B2		264         244         21.7        40.0        1.045
	B3		134         114         94.2        0.0         1.01
	B4		178         158         47.8        0.0         1.019
	B5		77          57          7.6         0.0         1.02
	B6		115         95          11.2        0.0         1.07
	B7		260         240         0.0         0.0         1.062
	B8		71          51          0.0         0.0         1.09
	B9		59          39          29.5        0.0         1.056
	B10		274         254         9.0         0.0         1.051
	B11		172         152         3.5         0.0         1.057
	B12		101         81          6.1         0.0         1.055
	B13		136         116         13.5        0.0         1.05
	B14		63          43          14.9        0.0         1.036
	;

param Pa_gen :=
	B1		232.4
	B2		40.0
	B3		0.0
	B4		0.0
	B5		0.0
	B6		0.0
	B7		0.0
	B8		0.0
	B9		0.0
	B10		0.0
	B11		0.0
	B12		0.0
	B13		0.0
	B14		0.0
	;

param Q_ab:
            B1          B2          B3          B4          B5          B6          B7          B8          B9          B10         B11         B12         B13         B14          :=
	B1		0           99999       0           0           99999       0           0           0           0           0           0           0           0           0
	B2		99999       0           99999       99999       99999       0           0           0           0           0           0           0           0           0
	B3		0           99999       0           99999       0           0           0           0           0           0           0           0           0           0
	B4		0           99999       99999       0           99999       0           99999       0           99999       0           0           0           0           0
	B5		99999       99999       0           99999       0           99999       0           0           0           0           0           0           0           0
	B6		0           0           0           0           99999       0           0           0           0           0           99999       99999       99999       0
	B7		0           0           0           99999       0           0           0           99999       99999       0           0           0           0           0
	B8		0           0           0           0           0           0           99999       0           0           0           0           0           0           0
	B9		0           0           0           99999       0           0           99999       0           0           99999       0           0           0           99999
	B10		0           0           0           0           0           0           0           0           99999       0           99999       0           0           0
	B11		0           0           0           0           0           99999       0           0           0           99999       0           0           0           0
	B12		0           0           0           0           0           99999       0           0           0           0           0           0           99999       0
	B13		0           0           0           0           0           99999       0           0           0           0           0           99999       0           99999
	B14		0           0           0           0           0           0           0           0           99999       0           0           0           99999       0
	;

param Y_ab:
            B1          B2          B3          B4          B5          B6          B7          B8          B9          B10         B11         B12         B13         B14          :=
	B1		0.0         16.0609     0.0         0.0         4.3575      0.0         0.0         0.0         0.0         0.0         0.0         0.0         0.0         0.0
	B2		16.0609     0.0         4.9147      5.3865      5.4654      0.0         0.0         0.0         0.0         0.0         0.0         0.0         0.0         0.0
	B3		0.0         4.9147      0.0         5.4440      0.0         0.0         0.0         0.0         0.0         0.0         0.0         0.0         0.0         0.0
	B4		0.0         5.3865      5.4440      0.0         22.6370     0.0         4.7819      0.0         1.7980      0.0         0.0         0.0         0.0         0.0
	B5		4.3575      5.4654      0.0         22.6370     0.0         3.9679      0.0         0.0         0.0         0.0         0.0         0.0         0.0         0.0
	B6		0.0         0.0         0.0         0.0         3.9679      0.0         0.0         0.0         0.0         0.0         4.5369      3.5235      6.8445      0.0
	B7		0.0         0.0         0.0         4.7819      0.0         0.0         0.0         5.6770      9.0901      0.0         0.0         0.0         0.0         0.0
	B8		0.0         0.0         0.0         0.0         0.0         0.0         5.6770      0.0         0.0         0.0         0.0         0.0         0.0         0.0
	B9		0.0         0.0         0.0         1.7980      0.0         0.0         9.0901      0.0         0.0         11.0755     0.0         0.0         0.0         3.3471
	B10		0.0         0.0         0.0         0.0         0.0         0.0         0.0         0.0         11.0755     0.0         4.7879      0.0         0.0         0.0
	B11		0.0         0.0         0.0         0.0         0.0         4.5369      0.0         0.0         0.0         4.7879      0.0         0.0         0.0         0.0
	B12		0.0         0.0         0.0         0.0         0.0         3.5235      0.0         0.0         0.0         0.0         0.0         0.0         3.3566      0.0
	B13		0.0         0.0         0.0         0.0         0.0         6.8445      0.0         0.0         0.0         0.0         0.0         3.3566      0.0         2.5791
	B14		0.0         0.0         0.0         0.0         0.0         0.0         0.0         0.0         3.3471      0.0         0.0         0.0         2.5791      0.0
	;

