from    to      from    to	    capacity	    admitance	    voltage_src	    voltage_dst
REC	    MON      88	     59	    510	            0,02	        220	            220
REC	    GLN      88	     26	    510	            0,02	        220	            220
PLC	    MON      78	     59	    268	            0,046083	    220	            220
PLC	    GLN      78	     26	    268	            0,286533	    220	            220
GLN	    KRA      26	     46	    510	            0,003117	    220	            220
KRA	    MON      46	     59	    1078	        0,065484	    400	            400
KRA	    GOR      46	     27	    978	            0,029305	    220	            220
KRA	    PLE      46	     79	    432	            0,014447	    400	            400
MON	    DUN      59	     20	    1000            0,037905	    400	            400
DUN	    SLK      20	     96	    810	            0,002308	    400	            400
DUN	    ZYD      20	    117	    510	            0,002415	    220	            220
ZYD	    ZDK     117	    113	    510	            0,002415	    220	            220
ZYD	    PKW     117	     77	    510	            0,002415	    220	            220
ZDK	    SLK     113	     96	    1620            0,002308	    400	            400
ZDK	    GDP     113	     25	    810	            0,002	        400	            400
ZDK	    GDA     113	     24	    510	            0,0002415	    400	            400
SLK	    ZRC      96	    115	    810	            0,002308	    400	            400
ZRC	    GDA     115	     24	    810	            0,0023	        400	            400
ZRC	    GDP     115	     25	    710	            0,01	        400	            400
GDA	    GBL      24	     23	    810	            0,002308	    400	            400
GDP	    PLP      25	     81	    1620            0,01	        400	            400
GBL	    OLM      23	     64	    810	            0,002308	    400	            400
GBL	    GRU      23	     29	    810	            0,002308	    400	            400
PLP	    GRU      81	     29	    1620            0,01	        400	            400
GRU	    JAS      29	     34	    610	            0,002415	    400	            400
GRU	    TEL      29	    103	    610	            0,002415	    220	            220
GRU	    PLO      29	     80	    810	            0,002308	    400	            400
OLM	    OLS      64	     65	    400	            0,034953	    400	            400
OLM	    OST      64	     69	    700	            0,01	        400	            400
OLS	    WLA      65	    107	    510	            0,002415	    220	            220
OLS	    OST      65	     69	    700	            0,01	        400	            400
OST	    ELK      69	     22	    1368            0,029878	    220	            220
OST	    LMS      69	     51	    700	            0,001	        400	            400
OST	    MIL      69	     57	    420	            0,018416	    220	            220
LMS	    EKB      51	     21	    1410            0,004484	    400	            400
EKB	    ELK      21	     22	    500	            0,01	        110	            110
LMS	    NAR      51	     63	    500	            0,00372	        400	            400
NAR	    SDU      63	     93	    824	            0,017007	    400	            400
GOR	    LSN      27	     53	    878	            0,031581	    220	            220
LSN	    MIK      53	     56	    668	            0,022614	    220	            220
LSN	    ZUK      53	    116	    1030            0,040955	    220	            220
ZUK	    POL     116	     82	    730	            0,129681	    220	            220
POL	    MIK      82	     56	    1436            0,056338	    220	            220
POL	    CRN      82	     16	    500	            0,002335	    400	            400
POL	    LES      82	     50	    409	            0,038986	    220	            220
POL	    PLE      82	     79	    676	            0,021612	    220	            220
MIK	    CRN      56	     16	    800	            0,02318	        400	            400
MIK	    PAS      56	     71	    700	            0,02	        400	            400
MIK	    SWI      56	    100	    628	            0,025974	    220	            220
MIK	    CPC      56	     15	    268	            0,048828	    220	            220
CPC	    BOG      15	      9	    1186            0,063578	    220	            220
BOG	    SWI       9	    100	    1386            0,141009	    220	            220
SWI	    WRC     100	    108	    500	            0,02	        400	            400
SWI	    ZBK     100	    112	    510	            0,002415	    220	            220
CRN	    PAS      16	     71	    1000            0,037905	    400	            400
ZBK	    GRO     112	     28	    1186            0,028875	    220	            220
WRC	    DBN     108	     19	    500	            0,03	        400	            400
PAS	    OSR      71	     68	    500	            0,03	        400	            400
PAS	    DBN      71	     19	    500	            0,030395	    400	            400
PKW	    PLE      77	     79	    1530            0,029876	    400	            400
PKW	    BYD      77	     12	    1600            0,02	        400	            400
PLE	    CZE      79	     17	    1378            0,088305	    220	            220
PLE	    PPD      79	     83	    1802            0,164515	    220	            220
PLE	    KRM      79	     48	    1200            0,01	        400	            400
CZE	    PAT      17	     72	    610	            0,0015	        220	            220
KRM	    OSR      48	     68	    500	            0,02	        400	            400
KRM	    PAT      48	     72	    500	            0,02	        400	            400
KRM	    JAS      48	     34	    500	            0,03	        400	            400
PLE	    LES      79	     50	    1538            0,043457	    220	            220
BYD	    JAS      12	     34	    800	            0,02	        400	            400
JAS	    PAT      34	     72	    568	            0,02	        400	            400
TEL	    WLA     103	    107	    610	            0,002415	    220	            220
PAT	    WLA      72	    107	    568	            0,016708	    220	            220
PAT	    PDE      72	     73	    568	            0,01	        220	            220
PAT	    KON      72	     42	    568	            0,001	        220	            220
KON	    ADA      42	    ADA	    878	            0,070746	    220	            220
KON	    SOC      42	     97	    568	            0,016708	    220	            220
PLO	    OLT      80	     66	    824	            0,018292	    400	            400
PLO	    ROG      80	     89	    960	            0,014665	    400	            400
PDE	    MOR      73	     60	    1130            0,026192	    220	            220
ADA	    ZGI     ADA	    114	    1019            0,080054	    220	            220
ADA	    PAB     ADA	     70	    628	            0,033344	    220	            220
